date,region,metric,value
2053-02-08,RP,indikation_medizinisch_dosen,130
2053-02-08,RP,indikation_pflegeheim_dosen,46249
2053-02-08,RP,dosen_differenz_zum_vortag,
2053-02-08,SL,dosen_kumulativ,40837
2053-02-08,SL,indikation_alter_dosen,27839
2053-02-08,SL,indikation_beruf_dosen,9462
2053-02-08,SL,indikation_medizinisch_dosen,0
2053-02-08,SL,indikation_pflegeheim_dosen,11776
2053-02-08,SL,dosen_differenz_zum_vortag,
2053-02-08,SN,dosen_kumulativ,156889
2053-02-08,SN,indikation_alter_dosen,28727
2053-02-08,SN,indikation_beruf_dosen,93730
2053-02-08,SN,indikation_medizinisch_dosen,5533
2053-02-08,SN,indikation_pflegeheim_dosen,33263
2053-02-08,SN,dosen_differenz_zum_vortag,
2053-02-08,ST,dosen_kumulativ,88726
2053-02-08,ST,indikation_alter_dosen,29991
2053-02-08,ST,indikation_beruf_dosen,44716
2053-02-08,ST,indikation_medizinisch_dosen,4317
2053-02-08,ST,indikation_pflegeheim_dosen,31755
2053-02-08,ST,dosen_differenz_zum_vortag,
2053-02-08,SH,dosen_kumulativ,134814
2053-02-08,SH,indikation_alter_dosen,48259
2053-02-08,SH,indikation_beruf_dosen,41423
2053-02-08,SH,indikation_medizinisch_dosen,10170
2053-02-08,SH,indikation_pflegeheim_dosen,39209
2053-02-08,SH,dosen_differenz_zum_vortag,
2053-02-08,TH,dosen_kumulativ,91413
2053-02-08,TH,indikation_alter_dosen,36283
2053-02-08,TH,indikation_beruf_dosen,45138
2053-02-08,TH,indikation_medizinisch_dosen,3484
2053-02-08,TH,indikation_pflegeheim_dosen,11171
2053-02-08,TH,dosen_differenz_zum_vortag,
2053-02-08,DE,dosen_kumulativ,3369433
2053-02-08,DE,indikation_alter_dosen,1154551
2053-02-08,DE,indikation_beruf_dosen,1618602
2053-02-08,DE,indikation_medizinisch_dosen,122839
2053-02-08,DE,indikation_pflegeheim_dosen,974298
2053-02-08,DE,dosen_differenz_zum_vortag,
2053-02-09,BW,dosen_kumulativ,421154
2053-02-09,BW,indikation_alter_dosen,243858
2053-02-09,BW,indikation_beruf_dosen,143195
2053-02-09,BW,indikation_medizinisch_dosen,12229
2053-02-09,BW,indikation_pflegeheim_dosen,79432
2053-02-09,BW,dosen_differenz_zum_vortag,
2053-02-09,BY,dosen_kumulativ,614925
2053-02-09,BY,indikation_alter_dosen,221023
2053-02-09,BY,indikation_beruf_dosen,310174
2053-02-09,BY,indikation_medizinisch_dosen,13227
2053-02-09,BY,indikation_pflegeheim_dosen,163171
2053-02-09,BY,dosen_differenz_zum_vortag,
2053-02-09,BE,dosen_kumulativ,179863
2053-02-09,BE,indikation_alter_dosen,129351
2053-02-09,BE,indikation_beruf_dosen,46535
2053-02-09,BE,indikation_medizinisch_dosen,178
2053-02-09,BE,indikation_pflegeheim_dosen,63036
2053-02-09,BE,dosen_differenz_zum_vortag,
2053-02-09,BB,dosen_kumulativ,113127
2053-02-09,BB,indikation_alter_dosen,48551
2053-02-09,BB,indikation_beruf_dosen,60869
2053-02-09,BB,indikation_medizinisch_dosen,1572
2053-02-09,BB,indikation_pflegeheim_dosen,25160
2053-02-09,BB,dosen_differenz_zum_vortag,
2053-02-09,HB,dosen_kumulativ,33421
2053-02-09,HB,indikation_alter_dosen,14593
2053-02-09,HB,indikation_beruf_dosen,13406
2053-02-09,HB,indikation_medizinisch_dosen,257
2053-02-09,HB,indikation_pflegeheim_dosen,11848
2053-02-09,HB,dosen_differenz_zum_vortag,
2053-02-09,HH,dosen_kumulativ,83752
2053-02-09,HH,indikation_alter_dosen,32671
2053-02-09,HH,indikation_beruf_dosen,42844
2053-02-09,HH,indikation_medizinisch_dosen,2050
2053-02-09,HH,indikation_pflegeheim_dosen,19881
2053-02-09,HH,dosen_differenz_zum_vortag,
2053-02-09,HE,dosen_kumulativ,239310
2053-02-09,HE,indikation_alter_dosen,97062
2053-02-09,HE,indikation_beruf_dosen,106161
2053-02-09,HE,indikation_medizinisch_dosen,10756
2053-02-09,HE,indikation_pflegeheim_dosen,66927
2053-02-09,HE,dosen_differenz_zum_vortag,
2053-02-09,MV,dosen_kumulativ,89006
2053-02-09,MV,indikation_alter_dosen,15512
2053-02-09,MV,indikation_beruf_dosen,42469
2053-02-09,MV,indikation_medizinisch_dosen,1520
2053-02-09,MV,indikation_pflegeheim_dosen,30830
2053-02-09,MV,dosen_differenz_zum_vortag,
2053-02-09,NI,dosen_kumulativ,279784
2053-02-09,NI,indikation_alter_dosen,62008
2053-02-09,NI,indikation_beruf_dosen,147912
2053-02-09,NI,indikation_medizinisch_dosen,43440
2053-02-09,NI,indikation_pflegeheim_dosen,118991
2053-02-09,NI,dosen_differenz_zum_vortag,
2053-02-09,NW,dosen_kumulativ,705386
2053-02-09,NW,indikation_alter_dosen,108547
2053-02-09,NW,indikation_beruf_dosen,411851
2053-02-09,NW,indikation_medizinisch_dosen,20942
2053-02-09,NW,indikation_pflegeheim_dosen,272232
2053-02-09,NW,dosen_differenz_zum_vortag,
2053-02-09,RP,dosen_kumulativ,216076
2053-02-09,RP,indikation_alter_dosen,81026
2053-02-09,RP,indikation_beruf_dosen,86984
2053-02-09,RP,indikation_medizinisch_dosen,135
2053-02-09,RP,indikation_pflegeheim_dosen,47931
2053-02-09,RP,dosen_differenz_zum_vortag,
2053-02-09,SL,dosen_kumulativ,41770
2053-02-09,SL,indikation_alter_dosen,28435
2053-02-09,SL,indikation_beruf_dosen,9678
2053-02-09,SL,indikation_medizinisch_dosen,0
2053-02-09,SL,indikation_pflegeheim_dosen,12238
2053-02-09,SL,dosen_differenz_zum_vortag,
2053-02-09,SN,dosen_kumulativ,164454
2053-02-09,SN,indikation_alter_dosen,32573
2053-02-09,SN,indikation_beruf_dosen,96104
2053-02-09,SN,indikation_medizinisch_dosen,6247
2053-02-09,SN,indikation_pflegeheim_dosen,34507
2053-02-09,SN,dosen_differenz_zum_vortag,
2053-02-09,ST,dosen_kumulativ,90979
2053-02-09,ST,indikation_alter_dosen,31236
2053-02-09,ST,indikation_beruf_dosen,45527
2053-02-09,ST,indikation_medizinisch_dosen,4710
2053-02-09,ST,indikation_pflegeheim_dosen,32517
2053-02-09,ST,dosen_differenz_zum_vortag,
2053-02-09,SH,dosen_kumulativ,139640
2053-02-09,SH,indikation_alter_dosen,50203
2053-02-09,SH,indikation_beruf_dosen,43415
2053-02-09,SH,indikation_medizinisch_dosen,10349
2053-02-09,SH,indikation_pflegeheim_dosen,41056
2053-02-09,SH,dosen_differenz_zum_vortag,
2053-02-09,TH,dosen_kumulativ,97013
2053-02-09,TH,indikation_alter_dosen,39561
2053-02-09,TH,indikation_beruf_dosen,46765
2053-02-09,TH,indikation_medizinisch_dosen,3964
2053-02-09,TH,indikation_pflegeheim_dosen,11619
2053-02-09,TH,dosen_differenz_zum_vortag,
2053-02-09,DE,dosen_kumulativ,3509660
2053-02-09,DE,indikation_alter_dosen,1236210
2053-02-09,DE,indikation_beruf_dosen,1653889
2053-02-09,DE,indikation_medizinisch_dosen,131576
2053-02-09,DE,indikation_pflegeheim_dosen,1031376
2053-02-09,DE,dosen_differenz_zum_vortag,
2053-02-10,BW,dosen_kumulativ,436223
2053-02-10,BW,indikation_alter_dosen,252728
2053-02-10,BW,indikation_beruf_dosen,148413
2053-02-10,BW,indikation_medizinisch_dosen,12510
2053-02-10,BW,indikation_pflegeheim_dosen,82189
2053-02-10,BW,dosen_differenz_zum_vortag,
2053-02-10,BY,dosen_kumulativ,634320
2053-02-10,BY,indikation_alter_dosen,228789
2053-02-10,BY,indikation_beruf_dosen,319744
2053-02-10,BY,indikation_medizinisch_dosen,13616
2053-02-10,BY,indikation_pflegeheim_dosen,165709
2053-02-10,BY,dosen_differenz_zum_vortag,
2053-02-10,BE,dosen_kumulativ,184559
2053-02-10,BE,indikation_alter_dosen,133201
2053-02-10,BE,indikation_beruf_dosen,47163
2053-02-10,BE,indikation_medizinisch_dosen,178
2053-02-10,BE,indikation_pflegeheim_dosen,64054
2053-02-10,BE,dosen_differenz_zum_vortag,
2053-02-10,BB,dosen_kumulativ,120153
2053-02-10,BB,indikation_alter_dosen,51505
2053-02-10,BB,indikation_beruf_dosen,64760
2053-02-10,BB,indikation_medizinisch_dosen,1673
2053-02-10,BB,indikation_pflegeheim_dosen,26353
2053-02-10,BB,dosen_differenz_zum_vortag,
2053-02-10,HB,dosen_kumulativ,34513
2053-02-10,HB,indikation_alter_dosen,15407
2053-02-10,HB,indikation_beruf_dosen,13967
2053-02-10,HB,indikation_medizinisch_dosen,262
2053-02-10,HB,indikation_pflegeheim_dosen,12070
2053-02-10,HB,dosen_differenz_zum_vortag,
2053-02-10,HH,dosen_kumulativ,88165
2053-02-10,HH,indikation_alter_dosen,34232
2053-02-10,HH,indikation_beruf_dosen,45544
2053-02-10,HH,indikation_medizinisch_dosen,2060
2053-02-10,HH,indikation_pflegeheim_dosen,20555
2053-02-10,HH,dosen_differenz_zum_vortag,
2053-02-10,HE,dosen_kumulativ,247173
2053-02-10,HE,indikation_alter_dosen,101192
2053-02-10,HE,indikation_beruf_dosen,109234
2053-02-10,HE,indikation_medizinisch_dosen,10803
2053-02-10,HE,indikation_pflegeheim_dosen,68169
2053-02-10,HE,dosen_differenz_zum_vortag,
2053-02-10,MV,dosen_kumulativ,93200
2053-02-10,MV,indikation_alter_dosen,16661
2053-02-10,MV,indikation_beruf_dosen,44056
2053-02-10,MV,indikation_medizinisch_dosen,1631
2053-02-10,MV,indikation_pflegeheim_dosen,32196
2053-02-10,MV,dosen_differenz_zum_vortag,
2053-02-10,NI,dosen_kumulativ,287292
2053-02-10,NI,indikation_alter_dosen,65244
2053-02-10,NI,indikation_beruf_dosen,150839
2053-02-10,NI,indikation_medizinisch_dosen,44032
2053-02-10,NI,indikation_pflegeheim_dosen,121345
2053-02-10,NI,dosen_differenz_zum_vortag,
2053-02-10,NW,dosen_kumulativ,764478
2053-02-10,NW,indikation_alter_dosen,134449
2053-02-10,NW,indikation_beruf_dosen,441602
2053-02-10,NW,indikation_medizinisch_dosen,21554
2053-02-10,NW,indikation_pflegeheim_dosen,277607
2053-02-10,NW,dosen_differenz_zum_vortag,
2053-02-10,RP,dosen_kumulativ,224702
2053-02-10,RP,indikation_alter_dosen,84626
2053-02-10,RP,indikation_beruf_dosen,89972
2053-02-10,RP,indikation_medizinisch_dosen,144
2053-02-10,RP,indikation_pflegeheim_dosen,49960
2053-02-10,RP,dosen_differenz_zum_vortag,
2053-02-10,SL,dosen_kumulativ,43581
2053-02-10,SL,indikation_alter_dosen,29556
2053-02-10,SL,indikation_beruf_dosen,10224
2053-02-10,SL,indikation_medizinisch_dosen,0
2053-02-10,SL,indikation_pflegeheim_dosen,12707
2053-02-10,SL,dosen_differenz_zum_vortag,
2053-02-10,SN,dosen_kumulativ,170296
2053-02-10,SN,indikation_alter_dosen,35631
2053-02-10,SN,indikation_beruf_dosen,97930
2053-02-10,SN,indikation_medizinisch_dosen,6668
2053-02-10,SN,indikation_pflegeheim_dosen,35530
2053-02-10,SN,dosen_differenz_zum_vortag,
2053-02-10,ST,dosen_kumulativ,94397
2053-02-10,ST,indikation_alter_dosen,32899
2053-02-10,ST,indikation_beruf_dosen,46553
2053-02-10,ST,indikation_medizinisch_dosen,4908
2053-02-10,ST,indikation_pflegeheim_dosen,33737
2053-02-10,ST,dosen_differenz_zum_vortag,
2053-02-10,SH,dosen_kumulativ,144055
2053-02-10,SH,indikation_alter_dosen,52087
2053-02-10,SH,indikation_beruf_dosen,44894
2053-02-10,SH,indikation_medizinisch_dosen,10580
2053-02-10,SH,indikation_pflegeheim_dosen,42987
2053-02-10,SH,dosen_differenz_zum_vortag,
2053-02-10,TH,dosen_kumulativ,102041
2053-02-10,TH,indikation_alter_dosen,42766
2053-02-10,TH,indikation_beruf_dosen,48401
2053-02-10,TH,indikation_medizinisch_dosen,4279
2053-02-10,TH,indikation_pflegeheim_dosen,12184
2053-02-10,TH,dosen_differenz_zum_vortag,
2053-02-10,DE,dosen_kumulativ,3669148
2053-02-10,DE,indikation_alter_dosen,1310973
2053-02-10,DE,indikation_beruf_dosen,1723296
2053-02-10,DE,indikation_medizinisch_dosen,134898
2053-02-10,DE,indikation_pflegeheim_dosen,1057352
2053-02-10,DE,dosen_differenz_zum_vortag,
2053-02-11,BW,dosen_kumulativ,450592
2053-02-11,BW,indikation_alter_dosen,261550
2053-02-11,BW,indikation_beruf_dosen,153265
2053-02-11,BW,indikation_medizinisch_dosen,12809
2053-02-11,BW,indikation_pflegeheim_dosen,84646
2053-02-11,BW,dosen_differenz_zum_vortag,
2053-02-11,BY,dosen_kumulativ,654260
2053-02-11,BY,indikation_alter_dosen,237487
2053-02-11,BY,indikation_beruf_dosen,329155
2053-02-11,BY,indikation_medizinisch_dosen,14212
2053-02-11,BY,indikation_pflegeheim_dosen,167783
2053-02-11,BY,dosen_differenz_zum_vortag,
2053-02-11,BE,dosen_kumulativ,189170
2053-02-11,BE,indikation_alter_dosen,136968
2053-02-11,BE,indikation_beruf_dosen,48055
2053-02-11,BE,indikation_medizinisch_dosen,178
2053-02-11,BE,indikation_pflegeheim_dosen,64673
2053-02-11,BE,dosen_differenz_zum_vortag,
2053-02-11,BB,dosen_kumulativ,128648
2053-02-11,BB,indikation_alter_dosen,54500
2053-02-11,BB,indikation_beruf_dosen,70103
2053-02-11,BB,indikation_medizinisch_dosen,1809
2053-02-11,BB,indikation_pflegeheim_dosen,27552
2053-02-11,BB,dosen_differenz_zum_vortag,
2053-02-11,HB,dosen_kumulativ,35776
2053-02-11,HB,indikation_alter_dosen,15886
2053-02-11,HB,indikation_beruf_dosen,14683
2053-02-11,HB,indikation_medizinisch_dosen,279
2053-02-11,HB,indikation_pflegeheim_dosen,12232
2053-02-11,HB,dosen_differenz_zum_vortag,
2053-02-11,HH,dosen_kumulativ,92313
2053-02-11,HH,indikation_alter_dosen,35876
2053-02-11,HH,indikation_beruf_dosen,47866
2053-02-11,HH,indikation_medizinisch_dosen,2064
2053-02-11,HH,indikation_pflegeheim_dosen,21308
2053-02-11,HH,dosen_differenz_zum_vortag,
2053-02-11,HE,dosen_kumulativ,257303
2053-02-11,HE,indikation_alter_dosen,106972
2053-02-11,HE,indikation_beruf_dosen,112797
2053-02-11,HE,indikation_medizinisch_dosen,10907
2053-02-11,HE,indikation_pflegeheim_dosen,69326
2053-02-11,HE,dosen_differenz_zum_vortag,
2053-02-11,MV,dosen_kumulativ,92448
2053-02-11,MV,indikation_alter_dosen,16950
2053-02-11,MV,indikation_beruf_dosen,45511
2053-02-11,MV,indikation_medizinisch_dosen,1786
2053-02-11,MV,indikation_pflegeheim_dosen,30399
2053-02-11,MV,dosen_differenz_zum_vortag,
2053-02-11,NI,dosen_kumulativ,302152
2053-02-11,NI,indikation_alter_dosen,70246
2053-02-11,NI,indikation_beruf_dosen,157872
2053-02-11,NI,indikation_medizinisch_dosen,46624
2053-02-11,NI,indikation_pflegeheim_dosen,126832
2053-02-11,NI,dosen_differenz_zum_vortag,
2053-02-11,NW,dosen_kumulativ,798452
2053-02-11,NW,indikation_alter_dosen,142369
2053-02-11,NW,indikation_beruf_dosen,463641
2053-02-11,NW,indikation_medizinisch_dosen,22124
2053-02-11,NW,indikation_pflegeheim_dosen,283267
2053-02-11,NW,dosen_differenz_zum_vortag,
2053-02-11,RP,dosen_kumulativ,233375
2053-02-11,RP,indikation_alter_dosen,88022
2053-02-11,RP,indikation_beruf_dosen,93921
2053-02-11,RP,indikation_medizinisch_dosen,152
2053-02-11,RP,indikation_pflegeheim_dosen,51280
2053-02-11,RP,dosen_differenz_zum_vortag,
2053-02-11,SL,dosen_kumulativ,45483
2053-02-11,SL,indikation_alter_dosen,30720
2053-02-11,SL,indikation_beruf_dosen,10781
2053-02-11,SL,indikation_medizinisch_dosen,0
2053-02-11,SL,indikation_pflegeheim_dosen,13210
2053-02-11,SL,dosen_differenz_zum_vortag,
2053-02-11,SN,dosen_kumulativ,175426
2053-02-11,SN,indikation_alter_dosen,38384
2053-02-11,SN,indikation_beruf_dosen,99521
2053-02-11,SN,indikation_medizinisch_dosen,6920
2053-02-11,SN,indikation_pflegeheim_dosen,36331
2053-02-11,SN,dosen_differenz_zum_vortag,
2053-02-11,ST,dosen_kumulativ,98516
2053-02-11,ST,indikation_alter_dosen,34632
2053-02-11,ST,indikation_beruf_dosen,48512
2053-02-11,ST,indikation_medizinisch_dosen,5171
2053-02-11,ST,indikation_pflegeheim_dosen,34896
2053-02-11,ST,dosen_differenz_zum_vortag,
2053-02-11,SH,dosen_kumulativ,149215
2053-02-11,SH,indikation_alter_dosen,53870
2053-02-11,SH,indikation_beruf_dosen,47337
2053-02-11,SH,indikation_medizinisch_dosen,10790
2053-02-11,SH,indikation_pflegeheim_dosen,44682
2053-02-11,SH,dosen_differenz_zum_vortag,
2053-02-11,TH,dosen_kumulativ,106874
2053-02-11,TH,indikation_alter_dosen,45673
2053-02-11,TH,indikation_beruf_dosen,49997
2053-02-11,TH,indikation_medizinisch_dosen,4454
2053-02-11,TH,indikation_pflegeheim_dosen,12642
2053-02-11,TH,dosen_differenz_zum_vortag,
2053-02-11,DE,dosen_kumulativ,3810003
2053-02-11,DE,indikation_alter_dosen,1370105
2053-02-11,DE,indikation_beruf_dosen,1793017
2053-02-11,DE,indikation_medizinisch_dosen,140279
2053-02-11,DE,indikation_pflegeheim_dosen,1081059
2053-02-11,DE,dosen_differenz_zum_vortag,
2053-02-12,BW,dosen_kumulativ,470110
2053-02-12,BW,indikation_alter_dosen,272951
2053-02-12,BW,indikation_beruf_dosen,160082
2053-02-12,BW,indikation_medizinisch_dosen,13342
2053-02-12,BW,indikation_pflegeheim_dosen,88107
2053-02-12,BW,dosen_differenz_zum_vortag,
2053-02-12,BY,dosen_kumulativ,677964
2053-02-12,BY,indikation_alter_dosen,246637
2053-02-12,BY,indikation_beruf_dosen,340890
2053-02-12,BY,indikation_medizinisch_dosen,14868
2053-02-12,BY,indikation_pflegeheim_dosen,170939
2053-02-12,BY,dosen_differenz_zum_vortag,
2053-02-12,BE,dosen_kumulativ,196314
2053-02-12,BE,indikation_alter_dosen,141034
2053-02-12,BE,indikation_beruf_dosen,48627
2053-02-12,BE,indikation_medizinisch_dosen,2758
2053-02-12,BE,indikation_pflegeheim_dosen,65649
2053-02-12,BE,dosen_differenz_zum_vortag,
2053-02-12,BB,dosen_kumulativ,136544
2053-02-12,BB,indikation_alter_dosen,57381
2053-02-12,BB,indikation_beruf_dosen,75639
2053-02-12,BB,indikation_medizinisch_dosen,1942
2053-02-12,BB,indikation_pflegeheim_dosen,28633
2053-02-12,BB,dosen_differenz_zum_vortag,
2053-02-12,HB,dosen_kumulativ,37142
2053-02-12,HB,indikation_alter_dosen,16316
2053-02-12,HB,indikation_beruf_dosen,15560
2053-02-12,HB,indikation_medizinisch_dosen,287
2053-02-12,HB,indikation_pflegeheim_dosen,12365
2053-02-12,HB,dosen_differenz_zum_vortag,
2053-02-12,HH,dosen_kumulativ,95868
2053-02-12,HH,indikation_alter_dosen,37245
2053-02-12,HH,indikation_beruf_dosen,49961
2053-02-12,HH,indikation_medizinisch_dosen,2073
2053-02-12,HH,indikation_pflegeheim_dosen,21727
2053-02-12,HH,dosen_differenz_zum_vortag,
2053-02-12,HE,dosen_kumulativ,265182
2053-02-12,HE,indikation_alter_dosen,111083
2053-02-12,HE,indikation_beruf_dosen,115680
2053-02-12,HE,indikation_medizinisch_dosen,11049
2053-02-12,HE,indikation_pflegeheim_dosen,70734
2053-02-12,HE,dosen_differenz_zum_vortag,
2053-02-12,MV,dosen_kumulativ,95294
2053-02-12,MV,indikation_alter_dosen,17691
2053-02-12,MV,indikation_beruf_dosen,47010
2053-02-12,MV,indikation_medizinisch_dosen,1847
2053-02-12,MV,indikation_pflegeheim_dosen,30956
2053-02-12,MV,dosen_differenz_zum_vortag,
2053-02-12,NI,dosen_kumulativ,320822
2053-02-12,NI,indikation_alter_dosen,77507
2053-02-12,NI,indikation_beruf_dosen,166773
2053-02-12,NI,indikation_medizinisch_dosen,48948
2053-02-12,NI,indikation_pflegeheim_dosen,131649
2053-02-12,NI,dosen_differenz_zum_vortag,
2053-02-12,NW,dosen_kumulativ,829765
2053-02-12,NW,indikation_alter_dosen,155333
2053-02-12,NW,indikation_beruf_dosen,478734
2053-02-12,NW,indikation_medizinisch_dosen,22760
2053-02-12,NW,indikation_pflegeheim_dosen,287206
2053-02-12,NW,dosen_differenz_zum_vortag,
2053-02-12,RP,dosen_kumulativ,243224
2053-02-12,RP,indikation_alter_dosen,93066
2053-02-12,RP,indikation_beruf_dosen,97832
2053-02-12,RP,indikation_medizinisch_dosen,165
2053-02-12,RP,indikation_pflegeheim_dosen,52161
2053-02-12,RP,dosen_differenz_zum_vortag,
2053-02-12,SL,dosen_kumulativ,47385
2053-02-12,SL,indikation_alter_dosen,31930
2053-02-12,SL,indikation_beruf_dosen,11338
2053-02-12,SL,indikation_medizinisch_dosen,0
2053-02-12,SL,indikation_pflegeheim_dosen,13680
2053-02-12,SL,dosen_differenz_zum_vortag,
2053-02-12,SN,dosen_kumulativ,181302
2053-02-12,SN,indikation_alter_dosen,41136
2053-02-12,SN,indikation_beruf_dosen,101358
2053-02-12,SN,indikation_medizinisch_dosen,7384
2053-02-12,SN,indikation_pflegeheim_dosen,37490
2053-02-12,SN,dosen_differenz_zum_vortag,
2053-02-12,ST,dosen_kumulativ,103859
2053-02-12,ST,indikation_alter_dosen,36037
2053-02-12,ST,indikation_beruf_dosen,52110
2053-02-12,ST,indikation_medizinisch_dosen,5294
2053-02-12,ST,indikation_pflegeheim_dosen,35919
2053-02-12,ST,dosen_differenz_zum_vortag,
2053-02-12,SH,dosen_kumulativ,154316
2053-02-12,SH,indikation_alter_dosen,55545
2053-02-12,SH,indikation_beruf_dosen,49918
2053-02-12,SH,indikation_medizinisch_dosen,11136
2053-02-12,SH,indikation_pflegeheim_dosen,46206
2053-02-12,SH,dosen_differenz_zum_vortag,
2053-02-12,TH,dosen_kumulativ,112155
2053-02-12,TH,indikation_alter_dosen,48853
2053-02-12,TH,indikation_beruf_dosen,51478
2053-02-12,TH,indikation_medizinisch_dosen,4881
2053-02-12,TH,indikation_pflegeheim_dosen,13215
2053-02-12,TH,dosen_differenz_zum_vortag,
2053-02-12,DE,dosen_kumulativ,3967246
2053-02-12,DE,indikation_alter_dosen,1439745
2053-02-12,DE,indikation_beruf_dosen,1862990
2053-02-12,DE,indikation_medizinisch_dosen,148734
2053-02-12,DE,indikation_pflegeheim_dosen,1106636
2053-02-12,DE,dosen_differenz_zum_vortag,
2053-02-14,BW,dosen_kumulativ,499649
2053-02-14,BW,indikation_alter_dosen,290756
2053-02-14,BW,indikation_beruf_dosen,170033
2053-02-14,BW,indikation_medizinisch_dosen,14226
2053-02-14,BW,indikation_pflegeheim_dosen,92811
2053-02-14,BW,dosen_differenz_zum_vortag,
2053-02-14,BY,dosen_kumulativ,708757
2053-02-14,BY,indikation_alter_dosen,260032
2053-02-14,BY,indikation_beruf_dosen,355711
2053-02-14,BY,indikation_medizinisch_dosen,16137
2053-02-14,BY,indikation_pflegeheim_dosen,174702
2053-02-14,BY,dosen_differenz_zum_vortag,
2053-02-14,BE,dosen_kumulativ,205038
2053-02-14,BE,indikation_alter_dosen,148624
2053-02-14,BE,indikation_beruf_dosen,52782
2053-02-14,BE,indikation_medizinisch_dosen,180
2053-02-14,BE,indikation_pflegeheim_dosen,66820
2053-02-14,BE,dosen_differenz_zum_vortag,
2053-02-14,BB,dosen_kumulativ,136659
2053-02-14,BB,indikation_alter_dosen,57500
2053-02-14,BB,indikation_beruf_dosen,74938
2053-02-14,BB,indikation_medizinisch_dosen,1969
2053-02-14,BB,indikation_pflegeheim_dosen,28614
2053-02-14,BB,dosen_differenz_zum_vortag,
2053-02-14,HB,dosen_kumulativ,39495
2053-02-14,HB,indikation_alter_dosen,17462
2053-02-14,HB,indikation_beruf_dosen,16481
2053-02-14,HB,indikation_medizinisch_dosen,316
2053-02-14,HB,indikation_pflegeheim_dosen,12966
2053-02-14,HB,dosen_differenz_zum_vortag,
2053-02-14,HH,dosen_kumulativ,100805
2053-02-14,HH,indikation_alter_dosen,39971
2053-02-14,HH,indikation_beruf_dosen,52009
2053-02-14,HH,indikation_medizinisch_dosen,2085
2053-02-14,HH,indikation_pflegeheim_dosen,22422
2053-02-14,HH,dosen_differenz_zum_vortag,
2053-02-14,HE,dosen_kumulativ,278493
2053-02-14,HE,indikation_alter_dosen,120161
2053-02-14,HE,indikation_beruf_dosen,119363
2053-02-14,HE,indikation_medizinisch_dosen,11112
2053-02-14,HE,indikation_pflegeheim_dosen,71617
2053-02-14,HE,dosen_differenz_zum_vortag,
2053-02-14,MV,dosen_kumulativ,95332
2053-02-14,MV,indikation_alter_dosen,17690
2053-02-14,MV,indikation_beruf_dosen,47049
2053-02-14,MV,indikation_medizinisch_dosen,1848
2053-02-14,MV,indikation_pflegeheim_dosen,30955
2053-02-14,MV,dosen_differenz_zum_vortag,
2053-02-14,NI,dosen_kumulativ,332969
2053-02-14,NI,indikation_alter_dosen,82264
2053-02-14,NI,indikation_beruf_dosen,172242
2053-02-14,NI,indikation_medizinisch_dosen,50607
2053-02-14,NI,indikation_pflegeheim_dosen,135122
2053-02-14,NI,dosen_differenz_zum_vortag,
2053-02-14,NW,dosen_kumulativ,872645
2053-02-14,NW,indikation_alter_dosen,176384
2053-02-14,NW,indikation_beruf_dosen,497666
2053-02-14,NW,indikation_medizinisch_dosen,23810
2053-02-14,NW,indikation_pflegeheim_dosen,291573
2053-02-14,NW,dosen_differenz_zum_vortag,
2053-02-14,RP,dosen_kumulativ,252018
2053-02-14,RP,indikation_alter_dosen,95084
2053-02-14,RP,indikation_beruf_dosen,103144
2053-02-14,RP,indikation_medizinisch_dosen,166
2053-02-14,RP,indikation_pflegeheim_dosen,53624
2053-02-14,RP,dosen_differenz_zum_vortag,
2053-02-14,SL,dosen_kumulativ,49174
2053-02-14,SL,indikation_alter_dosen,33096
2053-02-14,SL,indikation_beruf_dosen,11772
2053-02-14,SL,indikation_medizinisch_dosen,0
2053-02-14,SL,indikation_pflegeheim_dosen,14158
2053-02-14,SL,dosen_differenz_zum_vortag,
2053-02-14,SN,dosen_kumulativ,190994
2053-02-14,SN,indikation_alter_dosen,45986
2053-02-14,SN,indikation_beruf_dosen,104782
2053-02-14,SN,indikation_medizinisch_dosen,7904
2053-02-14,SN,indikation_pflegeheim_dosen,39056
2053-02-14,SN,dosen_differenz_zum_vortag,
2053-02-14,ST,dosen_kumulativ,105544
2053-02-14,ST,indikation_alter_dosen,36515
2053-02-14,ST,indikation_beruf_dosen,53185
2053-02-14,ST,indikation_medizinisch_dosen,5294
2053-02-14,ST,indikation_pflegeheim_dosen,36305
2053-02-14,ST,dosen_differenz_zum_vortag,
2053-02-14,SH,dosen_kumulativ,161347
2053-02-14,SH,indikation_alter_dosen,59274
2053-02-14,SH,indikation_beruf_dosen,51734
2053-02-14,SH,indikation_medizinisch_dosen,11663
2053-02-14,SH,indikation_pflegeheim_dosen,49347
2053-02-14,SH,dosen_differenz_zum_vortag,
2053-02-14,TH,dosen_kumulativ,117429
2053-02-14,TH,indikation_alter_dosen,50454
2053-02-14,TH,indikation_beruf_dosen,54270
2053-02-14,TH,indikation_medizinisch_dosen,5581
2053-02-14,TH,indikation_pflegeheim_dosen,14139
2053-02-14,TH,dosen_differenz_zum_vortag,
2053-02-14,DE,dosen_kumulativ,4146348
2053-02-14,DE,indikation_alter_dosen,1531253
2053-02-14,DE,indikation_beruf_dosen,1937161
2053-02-14,DE,indikation_medizinisch_dosen,152898
2053-02-14,DE,indikation_pflegeheim_dosen,1134231
